,negative,neutral,positive,total
ame,0.0,0.0,3.0,3.0
ameir,0.0,0.0,1.0,1.0
amend,1.0,0.0,0.0,1.0
amer,1.0,0.0,0.0,1.0
americ,2.0,2.0,0.0,4.0
america,15.0,7.0,5.0,27.0
american,124.0,42.0,65.0,231.0
americana,2.0,0.0,0.0,2.0
americanai,1.0,0.0,0.0,1.0
americanair,231.0,43.0,42.0,316.0
americanairlinesfail,2.0,0.0,0.0,2.0
americanairsucks,1.0,0.0,0.0,1.0
americanda,1.0,0.0,0.0,1.0
americanized,1.0,0.0,0.0,1.0
americanone,1.0,0.0,0.0,1.0
americanview,0.0,2.0,1.0,3.0
amex,1.0,2.0,0.0,3.0
amiable,5.0,0.0,1.0,6.0
amiably,1.0,0.0,0.0,1.0
amicable,1.0,0.0,0.0,1.0
amidst,1.0,0.0,0.0,1.0
amigas,0.0,0.0,1.0,1.0
amin,0.0,1.0,0.0,1.0
amirite,0.0,1.0,0.0,1.0
amish,1.0,0.0,0.0,1.0
amiss,1.0,0.0,0.0,1.0
amma,0.0,0.0,1.0,1.0
amnot,0.0,0.0,1.0,1.0
amongst,0.0,1.0,1.0,2.0
amoral,1.0,0.0,0.0,1.0
amorous,1.0,0.0,0.0,1.0
amount,1.0,1.0,0.0,2.0
amounted,0.0,4.0,0.0,4.0
amounts,2.0,0.0,0.0,2.0
amous,0.0,0.0,1.0,1.0
amp,79.0,61.0,123.0,263.0
ampactually,0.0,0.0,1.0,1.0
amped,0.0,0.0,2.0,2.0
ampeg,0.0,0.0,3.0,3.0
amping,0.0,0.0,2.0,2.0
ample,2.0,1.0,6.0,9.0
amplified,0.0,0.0,7.0,7.0
amplifier,0.0,0.0,6.0,6.0
amplifies,0.0,0.0,2.0,2.0
amplify,0.0,0.0,5.0,5.0
amplifying,0.0,0.0,1.0,1.0
amply,0.0,0.0,1.0,1.0
amps,0.0,4.0,11.0,15.0
amradelamin,0.0,0.0,1.0,1.0
amsterdam,0.0,0.0,2.0,2.0
amuse,2.0,2.0,2.0,6.0
amused,9.0,2.0,3.0,14.0
amusedly,1.0,0.0,0.0,1.0
amuses,1.0,0.0,1.0,2.0
amusing,38.0,9.0,10.0,57.0
amusingly,0.0,1.0,0.0,1.0
amy,5.0,2.0,8.0,15.0
amybruni,2.0,0.0,1.0,3.0
amyknapp,0.0,0.0,1.0,1.0
amypalko,0.0,0.0,1.0,1.0
amysav,0.0,0.0,2.0,2.0
ana,3.0,1.0,1.0,5.0
anachronistic,5.0,1.0,0.0,6.0
anady,0.0,0.0,2.0,2.0
analgesic,1.0,0.0,1.0,2.0
analog,0.0,12.0,2.0,14.0
analytical,3.0,0.0,0.0,3.0
analyze,2.0,1.0,0.0,3.0
anand,0.0,0.0,1.0,1.0
anandnataraj,0.0,0.0,1.0,1.0
anaphylaxis,0.0,1.0,0.0,1.0
anar,0.0,0.0,1.0,1.0
anarchic,1.0,0.0,2.0,3.0
anarchy,1.0,0.0,0.0,1.0
anatomical,1.0,0.0,0.0,1.0
anc,0.0,0.0,1.0,1.0
anchis,0.0,0.0,1.0,1.0
anchor,0.0,0.0,2.0,2.0
anchored,1.0,1.0,2.0,4.0
anchoring,2.0,0.0,0.0,2.0
anchors,1.0,0.0,0.0,1.0
ancient,2.0,1.0,2.0,5.0
anciently,1.0,0.0,0.0,1.0
ancillary,1.0,0.0,0.0,1.0
andere,0.0,0.0,1.0,1.0
andersen,0.0,0.0,1.0,1.0
anderson,0.0,1.0,0.0,1.0
anderssaugstrup,0.0,0.0,1.0,1.0
andileigh,0.0,0.0,1.0,1.0
andreapetrou,0.0,0.0,1.0,1.0
andrei,1.0,0.0,0.0,1.0
andrew,2.0,1.0,6.0,9.0
andrewhansen,0.0,0.0,1.0,1.0
andrewmaier,0.0,0.0,1.0,1.0
andrewrimmer,0.0,0.0,2.0,2.0
andrews,0.0,0.0,2.0,2.0
androd,0.0,1.0,0.0,1.0
android,3.0,60.0,2.0,65.0
andy,0.0,1.0,4.0,5.0
andyace,0.0,0.0,1.0,1.0
andybirdwell,0.0,0.0,1.0,1.0
andyclemmensen,0.0,0.0,5.0,5.0
andysmurf,0.0,0.0,1.0,1.0
anefallarme,0.0,0.0,1.0,1.0
anemic,4.0,0.0,0.0,4.0
anew,0.0,0.0,1.0,1.0
ang,1.0,0.0,1.0,2.0
angel,2.0,2.0,2.0,6.0
angela,2.0,0.0,0.0,2.0
angelalpev,0.0,0.0,1.0,1.0
angelawb,0.0,0.0,2.0,2.0
angeles,0.0,0.0,1.0,1.0
angelina,0.0,0.0,1.0,1.0
angelique,1.0,0.0,0.0,1.0
angelo,1.0,0.0,0.0,1.0
anger,2.0,0.0,0.0,2.0
angering,1.0,0.0,0.0,1.0
angiem,0.0,0.0,1.0,1.0
angle,16.0,4.0,6.0,26.0
angled,8.0,8.0,10.0,26.0
angling,1.0,0.0,0.0,1.0
angriest,1.0,0.0,0.0,1.0
angry,36.0,1.0,8.0,45.0
angrycustomer,1.0,0.0,0.0,1.0
angst,3.0,3.0,0.0,6.0
anguish,3.0,0.0,0.0,3.0
anguished,2.0,0.0,0.0,2.0
angwaagee,0.0,0.0,1.0,1.0
aniita,0.0,0.0,1.0,1.0
anim,1.0,0.0,0.0,1.0
animal,6.0,0.0,2.0,8.0
animated,23.0,9.0,3.0,35.0
animation,1.0,0.0,0.0,1.0
animatronic,3.0,0.0,0.0,3.0
anime,1.0,1.0,1.0,3.0
animegan,0.0,0.0,1.0,1.0
aniversary,0.0,0.0,1.0,1.0
anjelicaca,0.0,0.0,1.0,1.0
ankle,1.0,0.0,0.0,1.0
anmnlutwysdt,0.0,0.0,1.0,1.0
ann,0.0,0.0,2.0,2.0
anna,0.0,0.0,1.0,1.0
annaraven,0.0,0.0,1.0,1.0
anne,8.0,0.0,4.0,12.0
annekaf,0.0,0.0,1.0,1.0
annepmitchell,0.0,0.0,1.0,1.0
annie,1.0,0.0,0.0,1.0
anniemoon,0.0,0.0,1.0,1.0
anniversary,10.0,0.0,3.0,13.0
annnnnnnd,0.0,0.0,1.0,1.0
annou,0.0,1.0,0.0,1.0
announc,0.0,1.0,0.0,1.0
announce,6.0,1.0,1.0,8.0
announced,6.0,5.0,5.0,16.0
announcements,1.0,0.0,0.0,1.0
announces,0.0,1.0,0.0,1.0
announcing,1.0,1.0,3.0,5.0
annoy,0.0,1.0,1.0,2.0
annoyed,3.0,5.0,5.0,13.0
annoyin,0.0,0.0,1.0,1.0
annoying,35.0,54.0,34.0,123.0
annoyingly,0.0,2.0,3.0,5.0
annoyng,0.0,0.0,1.0,1.0
annoys,0.0,0.0,1.0,1.0
annual,2.0,2.0,2.0,6.0
anodized,0.0,0.0,1.0,1.0
anodyneart,0.0,0.0,1.0,1.0
anoid,0.0,1.0,0.0,1.0
anon,0.0,0.0,2.0,2.0
anonymous,2.0,1.0,2.0,5.0
anot,2.0,1.0,0.0,3.0
anothe,1.0,0.0,0.0,1.0
anothersnowday,0.0,0.0,1.0,1.0
anouther,0.0,0.0,1.0,1.0
ans,0.0,0.0,1.0,1.0
anspaugh,0.0,0.0,1.0,1.0
answ,1.0,0.0,0.0,1.0
answe,2.0,0.0,0.0,2.0
answer,40.0,34.0,13.0,87.0
answere,0.0,1.0,0.0,1.0
answered,16.0,4.0,4.0,24.0
answering,26.0,5.0,2.0,33.0
answers,11.0,0.0,1.0,12.0
antartica,0.0,0.0,1.0,1.0
anteing,1.0,0.0,0.0,1.0
antenna,0.0,0.0,1.0,1.0
antheald,0.0,0.0,1.0,1.0
anthony,1.0,1.0,1.0,3.0
anthropologically,0.0,1.0,0.0,1.0
anthropomorphic,1.0,0.0,0.0,1.0
anti,10.0,1.0,5.0,16.0
antic,1.0,0.0,0.0,1.0
anticipate,1.0,1.0,2.0,4.0
anticipated,3.0,7.0,1.0,11.0
anticipating,0.0,1.0,0.0,1.0
antiquated,0.0,1.0,0.0,1.0
antique,1.0,0.0,0.0,1.0
antiseptic,1.0,1.0,0.0,2.0
antitrust,1.0,0.0,1.0,2.0
antivirus,0.0,1.0,0.0,1.0
antonia,1.0,0.0,1.0,2.0
antonio,1.0,0.0,1.0,2.0
antsy,1.0,0.0,0.0,1.0
antwone,1.0,0.0,0.0,1.0
anuheajams,0.0,0.0,1.0,1.0
anultimate,0.0,0.0,1.0,1.0
anwering,0.0,0.0,1.0,1.0
anxious,4.0,1.0,3.0,8.0
anxiously,0.0,0.0,1.0,1.0
anyam,0.0,0.0,1.0,1.0
anyhoo,0.0,0.0,1.0,1.0
anyhow,0.0,4.0,1.0,5.0
anymore,33.0,11.0,25.0,69.0
anyo,1.0,0.0,0.0,1.0
anyplace,0.0,0.0,1.0,1.0
anyth,0.0,0.0,1.0,1.0
anythi,1.0,0.0,0.0,1.0
anythin,1.0,0.0,1.0,2.0
anytime,1.0,4.0,13.0,18.0
anyway,46.0,41.0,71.0,158.0
anyways,0.0,0.0,5.0,5.0
anywhere,34.0,12.0,28.0,74.0
aol,0.0,1.0,0.0,1.0
aother,0.0,0.0,1.0,1.0
ap,1.0,1.0,2.0,4.0
apa,0.0,0.0,1.0,1.0
apache,0.0,0.0,1.0,1.0
apallingly,0.0,1.0,0.0,1.0
aparajuli,0.0,0.0,1.0,1.0
aparently,0.0,0.0,1.0,1.0
apart,53.0,19.0,36.0,108.0
apathy,1.0,0.0,0.0,1.0
ape,1.0,0.0,0.0,1.0
apeared,1.0,0.0,0.0,1.0
apetite,0.0,0.0,1.0,1.0
apis,0.0,0.0,1.0,1.0
aplenty,2.0,0.0,0.0,2.0
aplusk,0.0,0.0,2.0,2.0
apogee,0.0,0.0,3.0,3.0
apolitical,0.0,1.0,0.0,1.0
apolo,1.0,0.0,0.0,1.0
apologies,1.0,0.0,0.0,1.0
apologise,1.0,0.0,0.0,1.0
apologize,8.0,2.0,2.0,12.0
apologizes,1.0,0.0,0.0,1.0
apologizing,2.0,0.0,0.0,2.0
apology,2.0,0.0,0.0,2.0
aponderingheart,0.0,0.0,1.0,1.0
app,9.0,18.0,12.0,39.0
appalled,3.0,1.0,1.0,5.0
appalling,5.0,0.0,1.0,6.0
apparent,20.0,6.0,3.0,29.0
apparently,48.0,20.0,19.0,87.0
appeal,8.0,2.0,8.0,18.0
appealed,0.0,0.0,1.0,1.0
appealing,23.0,5.0,7.0,35.0
appealingly,1.0,0.0,1.0,2.0
appear,20.0,21.0,10.0,51.0
appearance,0.0,0.0,1.0,1.0
appeared,13.0,1.0,3.0,17.0
appearing,1.0,3.0,2.0,6.0
appears,47.0,18.0,31.0,96.0
appease,2.0,15.0,1.0,18.0
appetizing,1.0,0.0,1.0,2.0
applaud,1.0,2.0,2.0,5.0
applauded,1.0,1.0,1.0,3.0
appleccsf,0.0,0.0,1.0,1.0
applicable,1.0,1.0,0.0,2.0
applied,19.0,4.0,13.0,36.0
applies,0.0,1.0,1.0,2.0
apply,33.0,11.0,27.0,71.0
applying,15.0,2.0,7.0,24.0
appointed,2.0,0.0,1.0,3.0
apposing,0.0,0.0,1.0,1.0
appr,1.0,1.0,0.0,2.0
appraising,0.0,4.0,0.0,4.0
appre,0.0,0.0,3.0,3.0
apprec,0.0,0.0,1.0,1.0
apprecaite,0.0,0.0,1.0,1.0
appreci,0.0,0.0,2.0,2.0
apprecia,0.0,0.0,2.0,2.0
appreciat,0.0,0.0,2.0,2.0
appreciate,38.0,15.0,59.0,112.0
appreciated,11.0,3.0,20.0,34.0
appreciates,3.0,0.0,3.0,6.0
appreciating,0.0,0.0,3.0,3.0
appreciative,1.0,1.0,0.0,2.0
apprehensive,0.0,0.0,1.0,1.0
apprenticed,0.0,0.0,1.0,1.0
approach,1.0,0.0,1.0,2.0
approached,2.0,0.0,2.0,4.0
approaches,3.0,0.0,0.0,3.0
approaching,5.0,0.0,3.0,8.0
appropiately,0.0,4.0,0.0,4.0
appropriate,10.0,1.0,7.0,18.0
appropriated,1.0,1.0,0.0,2.0
appropriately,3.0,1.0,3.0,7.0
approproately,1.0,0.0,0.0,1.0
approve,3.0,0.0,1.0,4.0
approved,3.0,2.0,5.0,10.0
approx,0.0,0.0,1.0,1.0
approximate,1.0,0.0,1.0,2.0
approximately,1.0,8.0,3.0,12.0
apps,0.0,47.0,4.0,51.0
appstore,0.0,3.0,0.0,3.0
apreciate,0.0,0.0,1.0,1.0
april,1.0,1.0,6.0,8.0
aprilmcvey,0.0,0.0,1.0,1.0
aprox,0.0,1.0,0.0,1.0
aps,0.0,1.0,0.0,1.0
apt,2.0,2.0,1.0,5.0
apted,3.0,0.0,0.0,3.0
aptly,1.0,2.0,0.0,3.0
aqua,0.0,0.0,1.0,1.0
aquadilla,1.0,0.0,0.0,1.0
aquarena,0.0,0.0,1.0,1.0
aquarian,0.0,0.0,1.0,1.0
aquasigeek,0.0,0.0,1.0,1.0
aquatic,0.0,2.0,0.0,2.0
aqui,0.0,0.0,1.0,1.0
aquila,0.0,4.0,1.0,5.0
aquilo,0.0,0.0,1.0,1.0
ar,4.0,1.0,8.0,13.0
ara,0.0,0.0,1.0,1.0
arabic,0.0,0.0,1.0,1.0
aragorn,1.0,0.0,0.0,1.0
aramis,0.0,0.0,1.0,1.0
ararat,2.0,0.0,0.0,2.0
arataka,0.0,0.0,1.0,1.0
arbitrarily,2.0,0.0,0.0,2.0
arbitrary,3.0,0.0,0.0,3.0
arcane,1.0,0.0,0.0,1.0
archaic,1.0,0.0,0.0,1.0
arched,0.0,0.0,1.0,1.0
archelina,0.0,0.0,1.0,1.0
archetypal,1.0,0.0,0.0,1.0
architectural,0.0,1.0,1.0,2.0
archival,2.0,2.0,1.0,5.0
archive,1.0,0.0,1.0,2.0
archiving,0.0,0.0,1.0,1.0
archly,1.0,0.0,0.0,1.0
archtop,0.0,4.0,2.0,6.0
arctic,1.0,0.0,2.0,3.0
ardent,2.0,2.0,0.0,4.0
ardently,2.0,0.0,0.0,2.0
ardsleyon,0.0,0.0,1.0,1.0
arduous,2.0,0.0,0.0,2.0
are,2106.0,1519.0,2681.0,6306.0
arena,0.0,2.0,0.0,2.0
arent,2.0,0.0,1.0,3.0
areyounew,0.0,1.0,0.0,1.0
argentina,1.0,0.0,1.0,2.0
argentine,3.0,0.0,0.0,3.0
argentinean,1.0,0.0,0.0,1.0
argentinian,1.0,0.0,0.0,1.0
argento,1.0,0.0,0.0,1.0
argh,0.0,0.0,1.0,1.0
argos,0.0,0.0,1.0,1.0
arguable,0.0,1.0,0.0,1.0
arguably,2.0,1.0,0.0,3.0
argue,8.0,4.0,6.0,18.0
argued,2.0,0.0,1.0,3.0
argues,1.0,0.0,0.0,1.0
arguing,4.0,0.0,2.0,6.0
argument,0.0,0.0,1.0,1.0
arguments,1.0,0.0,0.0,1.0
argylewhale,0.0,0.0,1.0,1.0
arhhhhhhhh,0.0,0.0,1.0,1.0
ari,0.0,0.0,1.0,1.0
arid,0.0,0.0,1.0,1.0
ariesgirl,0.0,0.0,1.0,1.0
arifhanafiah,0.0,0.0,1.0,1.0
ariherzog,0.0,0.0,1.0,1.0
ariii,0.0,0.0,1.0,1.0
arise,1.0,0.0,1.0,2.0
arises,0.0,0.0,3.0,3.0
arising,1.0,0.0,0.0,1.0
aristocratic,0.0,0.0,1.0,1.0
arithmetic,0.0,1.0,0.0,1.0
arivindabraham,0.0,0.0,1.0,1.0
arizona,0.0,0.0,1.0,1.0
arleigh,0.0,0.0,1.0,1.0
arliss,1.0,0.0,1.0,2.0
arm,1.0,0.0,1.0,2.0
armada,0.0,0.0,1.0,1.0
armed,2.0,0.0,1.0,3.0
armenian,1.0,2.0,0.0,3.0
arminrosen,1.0,0.0,0.0,1.0
armrest,3.0,0.0,0.0,3.0
army,1.0,0.0,0.0,1.0
arnie,1.0,0.0,0.0,1.0
arnold,6.0,3.0,2.0,11.0
aro,0.0,0.0,2.0,2.0
aroland,0.0,0.0,1.0,1.0
arose,1.0,0.0,0.0,1.0
aroud,0.0,1.0,0.0,1.0
around,31.0,48.0,65.0,144.0
arouse,0.0,1.0,0.0,1.0
aroused,0.0,1.0,0.0,1.0
arousing,0.0,1.0,0.0,1.0
arr,0.0,1.0,0.0,1.0
arrange,1.0,3.0,3.0,7.0
arranged,1.0,2.0,3.0,6.0
arrest,2.0,0.0,0.0,2.0
arrested,0.0,1.0,0.0,1.0
arresting,4.0,1.0,0.0,5.0
arri,1.0,2.0,0.0,3.0
arriv,2.0,0.0,0.0,2.0
arrival,5.0,2.0,0.0,7.0
arrive,37.0,19.0,8.0,64.0
arrived,60.0,33.0,82.0,175.0
arrives,10.0,6.0,6.0,22.0
arriving,23.0,1.0,2.0,26.0
arrogant,4.0,1.0,2.0,7.0
arsed,0.0,0.0,1.0,1.0
arsenal,0.0,0.0,2.0,2.0
art,12.0,5.0,5.0,22.0
artemisrex,0.0,0.0,1.0,1.0
arteta,1.0,0.0,0.0,1.0
artful,3.0,2.0,1.0,6.0
artfully,3.0,2.0,2.0,7.0
arthouse,1.0,0.0,0.0,1.0
arthritic,0.0,0.0,1.0,1.0
arthritis,0.0,0.0,1.0,1.0
arthur,2.0,0.0,0.0,2.0
articulate,2.0,0.0,5.0,7.0
articulated,0.0,1.0,0.0,1.0
articulates,2.0,0.0,0.0,2.0
artifact,0.0,1.0,0.0,1.0
artificial,38.0,4.0,2.0,44.0
artisanal,0.0,0.0,1.0,1.0
artist,1.0,0.0,1.0,2.0
artistic,11.0,2.0,3.0,16.0
artistically,2.0,2.0,0.0,4.0
artless,1.0,0.0,0.0,1.0
artnering,1.0,0.0,0.0,1.0
artsy,2.0,1.0,0.0,3.0
arty,2.0,0.0,0.0,2.0
artytypes,0.0,0.0,2.0,2.0
aruba,1.0,3.0,0.0,4.0
arulnick,0.0,0.0,1.0,1.0
as,664.0,328.0,558.0,1550.0
asa,0.0,0.0,1.0,1.0
asadvertised,0.0,0.0,1.0,1.0
asap,14.0,1.0,2.0,17.0
asay,0.0,1.0,0.0,1.0
ascends,2.0,0.0,0.0,2.0
ascertain,1.0,0.0,0.0,1.0
ascribe,0.0,0.0,1.0,1.0
ase,0.0,0.0,1.0,1.0
aseven,0.0,0.0,1.0,1.0
ash,1.0,0.0,2.0,3.0
ashame,0.0,0.0,1.0,1.0
ashamed,8.0,0.0,1.0,9.0
ashley,1.0,0.0,0.0,1.0
ashleyisrad,0.0,0.0,1.0,1.0
ashleykatherton,1.0,0.0,0.0,1.0
ashlyntheonly,0.0,0.0,1.0,1.0
ashumittal,0.0,0.0,1.0,1.0
ashy,0.0,0.0,1.0,1.0
asia,1.0,1.0,1.0,3.0
asian,46.0,2.0,2.0,50.0
aside,15.0,9.0,14.0,38.0
asinine,0.0,1.0,0.0,1.0
asio,0.0,0.0,1.0,1.0
asioall,0.0,0.0,1.0,1.0
ask,46.0,60.0,58.0,164.0
askamex,0.0,1.0,0.0,1.0
aske,1.0,0.0,0.0,1.0
asked,50.0,22.0,25.0,97.0
asking,41.0,30.0,25.0,96.0
askpaypal,2.0,1.0,0.0,3.0
asks,10.0,2.0,5.0,17.0
asleep,6.0,0.0,14.0,20.0
asmartin,0.0,4.0,0.0,4.0
aspects,0.0,0.0,1.0,1.0
aspen,4.0,0.0,1.0,5.0
aspire,1.0,0.0,0.0,1.0
aspired,1.0,0.0,0.0,1.0
aspires,2.0,0.0,0.0,2.0
aspiring,0.0,2.0,0.0,2.0
aspiror,0.0,0.0,1.0,1.0
asquier,0.0,0.0,1.0,1.0
ass,1.0,1.0,1.0,3.0
assassins,1.0,0.0,0.0,1.0
assaulted,3.0,0.0,0.0,3.0
assaultive,1.0,0.0,0.0,1.0
assayas,2.0,0.0,0.0,2.0
assed,2.0,0.0,0.0,2.0
assemble,0.0,12.0,13.0,25.0
assembled,12.0,5.0,8.0,25.0
assembles,0.0,1.0,1.0,2.0
assembly,2.0,0.0,0.0,2.0
assert,1.0,0.0,0.0,1.0
assertive,0.0,0.0,1.0,1.0
assess,1.0,0.0,0.0,1.0
assesses,1.0,0.0,0.0,1.0
assessing,0.0,0.0,1.0,1.0
asshattery,0.0,0.0,1.0,1.0
asshole,2.0,0.0,0.0,2.0
assig,0.0,1.0,0.0,1.0
assign,3.0,0.0,0.0,3.0
assigned,9.0,3.0,2.0,14.0
assignment,1.0,1.0,1.0,3.0
assimilated,1.0,1.0,0.0,2.0
assist,13.0,3.0,1.0,17.0
assistance,5.0,3.0,0.0,8.0
assisted,1.0,0.0,0.0,1.0
assisting,2.0,0.0,1.0,3.0
assists,0.0,0.0,1.0,1.0
associate,1.0,1.0,0.0,2.0
associated,5.0,6.0,3.0,14.0
assorted,8.0,0.0,0.0,8.0
assume,16.0,5.0,9.0,30.0
assumed,0.0,5.0,2.0,7.0
assumes,2.0,0.0,0.0,2.0
assuming,6.0,6.0,4.0,16.0
assure,2.0,0.0,3.0,5.0
assured,14.0,2.0,5.0,21.0
assuredly,2.0,0.0,0.0,2.0
assures,1.0,0.0,0.0,1.0
assyrian,0.0,0.0,2.0,2.0
ast,1.0,0.0,0.0,1.0
astatic,0.0,0.0,1.0,1.0
asthetically,0.0,0.0,1.0,1.0
astonish,1.0,0.0,0.0,1.0
astonishing,6.0,4.0,0.0,10.0
astonishingly,6.0,0.0,1.0,7.0
astounded,1.0,0.0,1.0,2.0
astounding,5.0,0.0,2.0,7.0
astoundingly,1.0,0.0,0.0,1.0
astounds,1.0,0.0,0.0,1.0
astringent,0.0,1.0,0.0,1.0
astronomically,1.0,0.0,0.0,1.0
astute,3.0,1.0,0.0,4.0
astutely,0.0,0.0,1.0,1.0
asus,0.0,1.0,0.0,1.0
aswell,0.0,4.0,0.0,4.0
aswinanand,0.0,0.0,1.0,1.0
asymmetrical,0.0,0.0,1.0,1.0
ata,0.0,4.0,0.0,4.0
atavistic,0.0,0.0,1.0,1.0
atc,1.0,0.0,0.0,1.0
ate,1.0,0.0,7.0,8.0
aterial,0.0,4.0,0.0,4.0
ath,0.0,1.0,1.0,2.0
atheistic,0.0,0.0,1.0,1.0
athlete,2.0,0.0,0.0,2.0
athletic,1.0,1.0,0.0,2.0
atl,8.0,3.0,8.0,19.0
atlanta,4.0,6.0,4.0,14.0
atlantic,4.0,3.0,1.0,8.0
atleast,0.0,1.0,5.0,6.0
atmosphere,6.0,2.0,4.0,12.0
atmospheric,4.0,0.0,0.0,4.0
atonal,0.0,1.0,0.0,1.0
atop,1.0,0.0,1.0,2.0
atrocious,8.0,0.0,0.0,8.0
atrociously,1.0,0.0,0.0,1.0
att,0.0,1.0,0.0,1.0
attach,13.0,15.0,26.0,54.0
attachable,0.0,0.0,1.0,1.0
attached,8.0,13.0,19.0,40.0
attaches,21.0,0.0,4.0,25.0
attaching,0.0,4.0,4.0,8.0
attachment,0.0,0.0,2.0,2.0
attack,0.0,0.0,5.0,5.0
attacking,0.0,0.0,2.0,2.0
attackingbabymomma,1.0,0.0,0.0,1.0
attactch,0.0,0.0,1.0,1.0
attained,0.0,1.0,1.0,2.0
attal,5.0,3.0,0.0,8.0
attempt,6.0,2.0,0.0,8.0
attempted,5.0,3.0,1.0,9.0
attempting,4.0,1.0,7.0,12.0
attempts,2.0,1.0,1.0,4.0
attend,2.0,3.0,6.0,11.0
attendant,8.0,0.0,1.0,9.0
attended,1.0,4.0,2.0,7.0
attending,2.0,1.0,4.0,7.0
attent,0.0,1.0,0.0,1.0
attentive,1.0,1.0,2.0,4.0
attenuated,0.0,0.0,1.0,1.0
attest,0.0,4.0,4.0,8.0
attic,0.0,0.0,1.0,1.0
attitude,4.0,1.0,0.0,5.0
attitudy,1.0,0.0,0.0,1.0
attract,4.0,0.0,0.0,4.0
attracted,0.0,0.0,1.0,1.0
attracting,1.0,0.0,1.0,2.0
attraction,0.0,1.0,0.0,1.0
attractive,29.0,5.0,10.0,44.0
attracts,1.0,4.0,1.0,6.0
attributable,1.0,0.0,0.0,1.0
attribute,0.0,0.0,1.0,1.0
attributes,0.0,0.0,1.0,1.0
attuned,1.0,0.0,0.0,1.0
atx,0.0,0.0,1.0,1.0
atypically,1.0,0.0,0.0,1.0
au,0.0,3.0,1.0,4.0
auciello,0.0,0.0,1.0,1.0
audacious,6.0,1.0,1.0,8.0
audi,0.0,0.0,1.0,1.0
audiard,2.0,0.0,0.0,2.0
audible,4.0,14.0,8.0,26.0
audibly,0.0,0.0,1.0,1.0
audio,0.0,6.0,85.0,91.0
audited,0.0,0.0,1.0,1.0
auditory,0.0,0.0,1.0,1.0
audrey,1.0,0.0,2.0,3.0
auf,0.0,0.0,3.0,3.0
augment,0.0,0.0,1.0,1.0
augmented,1.0,0.0,0.0,1.0
august,2.0,2.0,2.0,6.0
augustine,1.0,0.0,0.0,1.0
augustinian,1.0,0.0,0.0,1.0
auh,0.0,1.0,0.0,1.0
auntie,0.0,0.0,1.0,1.0
auphonix,0.0,4.0,0.0,4.0
aura,0.0,1.0,1.0,2.0
aural,0.0,0.0,1.0,1.0
auralex,0.0,0.0,2.0,2.0
aurorabiz,1.0,0.0,0.0,1.0
aus,4.0,1.0,4.0,9.0
auschwitz,1.0,0.0,0.0,1.0
auspicious,1.0,0.0,1.0,2.0
aussie,9.0,1.0,2.0,12.0
austen,2.0,0.0,0.0,2.0
austere,1.0,0.0,2.0,3.0
austin,8.0,5.0,11.0,24.0
austinhill,0.0,0.0,1.0,1.0
austr,1.0,0.0,0.0,1.0
australia,2.0,2.0,1.0,5.0
australian,3.0,1.0,1.0,5.0
austrian,2.0,0.0,3.0,5.0
auteil,1.0,0.0,0.0,1.0
auteuil,1.0,0.0,0.0,1.0
auteur,1.0,0.0,0.0,1.0
authenic,0.0,0.0,1.0,1.0
authentic,9.0,5.0,3.0,17.0
authentically,2.0,0.0,0.0,2.0
authenticate,1.0,0.0,0.0,1.0
authoritative,0.0,0.0,1.0,1.0
authorize,1.0,0.0,0.0,1.0
authorized,0.0,4.0,0.0,4.0
authors,1.0,0.0,0.0,1.0
autistic,1.0,1.0,0.0,2.0
autobiographical,3.0,0.0,1.0,4.0
automate,0.0,1.0,0.0,1.0
automated,44.0,2.0,1.0,47.0
automatic,3.0,2.0,2.0,7.0
automatically,9.0,12.0,6.0,27.0
automaticly,8.0,0.0,0.0,8.0
automating,0.0,0.0,1.0,1.0
autumnal,0.0,0.0,1.0,1.0
auvio,0.0,0.0,1.0,1.0
aux,0.0,4.0,1.0,5.0
auxiliary,0.0,1.0,0.0,1.0
av,2.0,0.0,0.0,2.0
avaialable,0.0,0.0,1.0,1.0
avaid,0.0,1.0,0.0,1.0
avail,5.0,2.0,2.0,9.0
availability,1.0,0.0,0.0,1.0
availabl,1.0,1.0,0.0,2.0
available,75.0,59.0,58.0,192.0
avalanches,1.0,0.0,0.0,1.0
avalible,1.0,0.0,0.0,1.0
avangeli,0.0,0.0,1.0,1.0
avant,3.0,0.0,0.0,3.0
avarice,1.0,0.0,0.0,1.0
avary,5.0,1.0,1.0,7.0
avenges,0.0,1.0,0.0,1.0
average,100.0,36.0,17.0,153.0
averaging,1.0,0.0,0.0,1.0
avert,1.0,0.0,0.0,1.0
averted,0.0,0.0,3.0,3.0
averting,2.0,0.0,0.0,2.0
avery,0.0,0.0,1.0,1.0
avid,1.0,1.0,1.0,3.0
avis,0.0,1.0,0.0,1.0
avisagie,0.0,0.0,1.0,1.0
aviv,1.0,0.0,1.0,2.0
avoid,50.0,10.0,23.0,83.0
avoidable,1.0,0.0,0.0,1.0
avoided,2.0,1.0,0.0,3.0
avoiding,1.0,0.0,2.0,3.0
avoids,2.0,3.0,0.0,5.0
avoind,0.0,0.0,1.0,1.0
avon,0.0,2.0,0.0,2.0
avuncular,1.0,0.0,0.0,1.0
avvo,0.0,0.0,1.0,1.0
aw,1.0,0.0,10.0,11.0
awa,1.0,1.0,1.0,3.0
awai,0.0,1.0,0.0,1.0
await,1.0,0.0,1.0,2.0
